subject1_marks,subject1_outof,subject2_marks,subject2_outof,subject3_marks,subject3_outof,subject4_marks,subject4_outof,subject5_marks,subject5_outof,average_marks_percent,previous_year_percentage,attendance,study_hours,sleep_hours,focus_time,behaviour_score,final_score,risk_level
72,100,67,70,37,50,36,70,63,80,74.37857142857143,69.11144452628335,100.0,3.0524432017011285,8.181050213308628,2.0608384319171082,67.13281633618237,74.18616315572044,Low
39,70,34,100,45,60,39,60,99,100,65.74285714285715,64.99364462317524,67.57709213096751,2.3356208335833815,5.682334318152266,3.5717801063331116,72.83171861226168,66.4826126937446,Low
40,50,36,50,68,70,55,100,24,80,66.82857142857144,68.0991202719626,70.69721847598775,3.0285017783972963,7.3471995743493625,1.971842449230013,67.07316412387186,67.14976243120812,Low
46,80,43,60,27,70,67,70,67,70,71.83333333333334,63.644954296557714,60.09090093934812,3.352399228331359,6.462353194198914,2.2079371753085835,71.61245413033424,67.11929929666152,Low
36,50,42,60,27,50,48,80,33,80,59.45,59.39419151078368,97.75932966668032,3.092841969177142,6.0525873785389095,3.218499261815726,82.88934527659671,63.40508380979202,Medium
33,50,58,60,35,100,49,80,23,60,59.45,49.660026983266015,86.75563084028686,2.2192289170538078,6.464162077858834,1.5260848606089046,56.12870086065581,55.54690047535274,Medium
17,50,51,70,65,100,37,60,34,80,55.2047619047619,56.8660325980801,83.28292883766353,2.1311978440748414,6.414161667557555,2.422653287704301,63.86680420155778,56.85960365925072,Medium
28,70,22,60,21,60,40,70,34,50,47.36190476190476,44.15156982330377,76.3194032081382,1.1708513601960095,7.877509946036498,1.088686617128094,40.22732009405485,47.130640798369456,High
36,80,23,70,20,50,27,60,52,100,42.971428571428575,40.0,82.75594957079768,2.3009029012380795,7.286997077214841,1.9426607707540504,60.71123167700107,41.37681046637581,High
50,70,19,50,67,80,31,60,38,100,56.56904761904762,53.01020593479136,65.0979137995336,3.220214187705283,7.388473385544932,2.425533513775077,72.96726839475696,59.942038908150394,Medium
53,80,41,70,34,100,34,70,21,60,48.478571428571435,54.22029160497522,59.51267413246882,2.399056341098887,9.097720792101612,2.442026521877952,60.36209604301528,51.12774726059366,Medium
67,100,37,50,39,50,47,50,31,60,72.93333333333334,56.90990453480235,97.18978300943007,4.457666471623858,6.031049991062913,1.2944968839647486,77.24061185682908,73.29953322295847,Low
62,100,53,80,56,70,67,100,47,50,73.85,80.64054444539607,88.64927658968693,2.577450335635591,6.532146642421971,1.9585928122357594,64.2253591376822,79.08941956811944,Low
50,60,60,100,68,80,79,80,37,100,72.81666666666668,69.82481106952035,73.36825071983593,4.156620382458434,8.070913192272137,3.108722657032879,85.99025546689673,76.86064883652156,Low
49,80,47,70,49,100,30,70,60,60,64.05,66.00978038423874,66.49413143241948,5.934902375540192,7.142143300172751,2.0875158356839143,96.87359525548301,69.70563743566825,Low
28,80,60,100,26,60,49,70,36,50,56.06666666666668,51.67473447602434,74.05532908482503,3.5026072966421844,6.571782989099757,1.0120444851700694,62.55205072660504,52.977944379100016,Medium
60,70,76,100,23,50,43,60,49,50,75.47619047619048,81.44191589940236,52.15115151226243,2.724144514264336,7.690954014828736,3.0161004372605724,72.61756466647532,73.33147778641298,Low
38,50,21,50,29,80,62,100,43,50,60.45,73.39269266461741,93.5187803545731,2.6773335713342035,5.782821500384163,4.0,83.12521374879934,64.18944594338514,Medium
80,100,39,70,78,100,59,100,38,70,65.4,72.67994707880881,67.9925566331247,5.915817274384763,9.144705855161352,1.548986846301572,87.44729687017582,57.62810849681882,Medium
24,70,22,50,84,100,52,70,27,60,56.31428571428571,56.759718396865594,91.41816875531545,4.466644015449524,4.608244079504688,1.3835822313327175,72.64407934335397,56.119720464528896,Medium
83,100,17,50,53,70,70,80,52,60,73.37619047619049,79.07323783305573,68.71503470518518,3.2815824061861036,7.278031058291675,3.3171177941439787,82.85850547381935,71.87285861872112,Low
43,100,24,60,24,60,37,50,48,100,49.0,58.571591783053954,91.49904591383086,3.2727136909614813,7.822778477468107,2.8040817298397247,79.91785879939515,51.52663320052096,Medium
43,70,43,80,66,100,48,50,73,100,70.03571428571429,67.55048799218723,83.0896788149919,3.3413671070034483,7.042406666885981,0.9325695875552347,61.04833482708602,68.52411379204575,Low
34,60,16,50,54,100,36,50,66,70,61.79047619047619,61.919513721933946,84.17098046434005,2.3522883836287662,6.143864802057456,2.156676204078145,63.50674392350312,59.03988838407957,Medium
34,60,54,100,29,60,56,100,45,50,61.0,62.79220814019713,91.79229180734617,4.998569333355092,8.115807071519944,0.5273006149346837,70.43792866363238,58.28428278017586,Medium
19,60,77,80,21,70,56,70,46,70,60.72619047619047,66.49709819399268,78.50463462387836,3.8976416711540702,8.65106879362072,1.8978433195113826,71.80531336904237,64.07662940338925,Medium
85,100,50,50,42,80,63,70,48,50,84.7,81.33914187142595,100.0,1.4783741860283182,5.537939590122332,3.3239827005892684,65.02356886617586,80.28343368199052,Minimal
42,60,23,70,54,60,67,80,50,70,69.60714285714286,76.5072018749078,72.86642542234134,3.261009486832273,9.140458413310453,2.553296544760694,71.42970285816381,74.33785012434078,Low
37,50,99,100,32,50,26,50,46,70,70.94285714285715,71.95741904632541,75.4102037905029,3.1241733183758225,6.412152645374294,0.5,53.782753562808516,68.48980577779899,Low
36,100,22,50,40,60,68,100,38,70,53.79047619047619,69.12793822939422,84.08081156630277,1.4711172180560115,8.555444507103045,1.315380200469943,42.27305534188983,62.39811533031911,Medium
57,70,60,70,40,60,62,80,18,50,69.46190476190476,64.90781087100676,92.52255091143864,4.041318029005066,7.311335425934738,0.9204291428595812,68.86972680979034,70.70378796017927,Low
62,70,47,60,33,70,47,100,59,70,69.06666666666666,87.25059916930735,72.19554867115968,2.186749193249946,5.32663063795249,1.7869461371818374,53.9565081714338,67.38043927848081,Low
28,80,44,50,17,50,43,100,21,60,47.0,51.67044265472287,99.36763784872933,3.552090012359576,6.725295588892352,1.2372326632224788,67.82999054069349,48.724671360500416,High
57,70,72,100,29,80,33,70,42,60,61.364285714285714,60.68458874246245,80.65182663745084,4.365804888165366,6.635254713310526,2.4945124762245454,86.66835630764419,62.315609634419815,Medium
60,60,43,60,17,50,34,100,23,50,57.13333333333334,54.519538454697354,65.9171575158545,3.955087805816969,8.15338403235836,2.274894871628174,74.89154252603687,57.51811681167331,Medium
97,100,40,100,17,50,48,70,38,100,55.51428571428571,55.03112810931212,77.74905602875698,3.150185636475466,7.2526096946317775,1.2275059200982787,61.55182116861315,53.50948137997214,Medium
25,70,35,60,89,100,57,100,69,100,61.80952380952381,62.11242567273384,92.36568104522996,3.1816433694844517,7.949076684369538,2.4357339554547117,75.41034135391463,69.25055838284464,Low
62,100,36,70,56,80,68,70,27,50,66.91428571428571,70.4312021395949,90.28935118060888,4.210224989734298,8.684857681365006,1.4806469400770563,71.93765441617444,69.21000054923775,Low
65,70,48,60,27,60,50,70,53,60,75.52380952380952,86.49496459028218,84.1173089954211,2.0614851776730374,6.323480187526224,1.8013896793719075,57.04047946999157,72.9879211338663,Low
31,50,41,60,64,100,50,70,58,60,72.4857142857143,71.81864555900563,83.34825830924407,3.7294758116598468,7.205270035471994,1.6428531083595774,72.05811503111866,72.95851746627879,Low
37,70,45,80,24,50,36,50,35,60,57.48809523809524,60.05781110561171,73.69033535224452,2.842753911601205,4.761235735311946,2.585698885866458,66.65356150990108,61.90182045299397,Medium
51,60,46,60,40,80,33,70,29,50,63.36190476190477,67.9023591049515,91.8477067910795,4.346223827312218,8.441598207161434,1.8220697772355474,76.86770672458562,61.72565450627721,Medium
76,100,88,100,29,80,25,70,21,70,53.19285714285714,61.33725534907596,68.84801367077272,2.063638015371714,7.704208806077836,2.322214633594475,60.743327856739164,56.83193378425614,Medium
32,60,39,80,28,70,69,80,31,50,58.06666666666668,69.45230296856445,50.22446016121758,3.6166022316786552,6.717508660739063,3.3104901996381124,84.29337032928944,66.33101718313212,Low
59,80,36,50,31,100,33,70,22,50,53.57857142857142,67.31832986688963,75.37927685768592,3.3941944441557794,6.920488174122534,2.721459840289352,78.6944705302199,61.28816919826237,Medium
47,50,61,80,22,50,42,70,44,70,67.42142857142856,65.15793508542511,80.57124262177221,1.2329899463507894,6.901334810511721,2.946731399631349,59.854337721998604,64.45624839311381,Medium
50,60,50,60,27,50,27,50,49,80,67.18333333333334,60.17199326406893,76.62679648536854,5.157223832219427,7.704927147393711,1.5430568081737626,84.66548605246874,69.94816294238892,Low
72,80,23,70,26,70,20,50,45,50,58.0,70.6838608689441,84.29510874430122,3.471915781660413,7.749589588393015,1.5364293807439438,68.51296249847368,63.5867122820961,Medium
27,70,40,70,29,80,39,60,20,60,46.05952380952381,57.859061919457965,74.47645466967384,5.078658302982777,8.18259110313956,3.8948473023833534,103.1827015206287,51.67967964562922,Medium
66,70,68,80,82,100,64,70,23,60,78.2095238095238,71.67702995600462,89.0399091245269,1.6466073353984327,7.62070512682941,1.598195427044701,51.352018536884025,75.5053088080491,Low
21,50,72,80,60,100,41,60,60,80,67.06666666666666,58.48630702565028,62.42750143748216,3.2693421822719664,8.15180813287337,3.347142153166295,78.40759349813082,65.96607059710463,Low
25,80,53,60,29,60,65,70,57,60,71.1547619047619,67.72798579892137,87.47067600011098,2.4284392308374065,8.527143971577189,3.3279580821802304,72.31104073018747,74.75464562459773,Low
54,60,67,100,70,100,70,80,34,50,76.5,68.41102366325998,83.83068010634656,3.449136066692767,6.9044707451567895,2.6458344998488674,79.332773676051,72.237081556632,Low
26,50,68,80,30,70,34,70,46,60,61.019047619047626,67.9929153551776,74.07492100206424,1.132101721608299,6.529073322937496,3.2006078325074485,60.7345876413639,64.23865362123273,Medium
51,80,26,50,78,100,42,50,43,80,66.3,65.79879118410155,79.5533331618819,3.873155452364376,7.05714047438803,2.5861120617724636,82.54800845755659,67.63253022384006,Low
62,100,28,50,65,80,76,80,41,60,72.51666666666667,61.705415211421396,86.04114899122253,0.5,7.322292880197152,1.1475490201079794,35.079605100202045,67.9672526882377,Low
81,100,59,60,78,80,38,60,22,50,76.83333333333333,73.6242747520249,72.87396189201856,2.876587004236716,6.97052621870077,2.5347745036232885,71.4010112678019,74.41850467998,Low
26,50,28,70,18,50,15,50,51,70,46.171428571428564,40.0,99.57351022738246,2.0740460130997462,7.326291151643793,2.8041140586224143,68.73895173995984,47.05389790074548,High
27,50,25,50,57,80,33,100,26,70,49.07857142857143,54.60787198883655,75.30289379975918,1.23710452723655,6.010922210297757,0.9275771172939864,39.17710582528128,52.134658862247655,Medium
26,50,24,60,48,100,52,80,47,50,59.8,55.327267766173485,64.12292247911002,4.970418192163643,8.110798798276898,1.449479723857821,76.61127140812563,67.79116133346285,Low
41,70,25,60,23,60,76,80,55,100,57.71428571428572,46.29957214237887,82.05165165881863,0.5,6.413585682649035,3.29950564688017,56.20022163468356,57.39680889503014,Medium
66,80,50,100,36,70,44,100,50,50,65.58571428571429,64.26343747122296,86.63687931728576,2.9595761677095407,5.954616998588092,1.3035419069905951,58.294868678729934,61.77158491768922,Medium
49,70,58,80,53,60,19,60,27,50,63.3,56.42258824523183,77.30440220003571,3.660062518829462,5.9348210996500015,2.084300404916768,72.17406945746588,59.49758928551516,Medium
50,50,27,80,27,50,38,100,26,60,53.81666666666666,46.400921753377055,85.73064459350775,3.8876999278539106,6.720878651089658,2.25339364704355,79.98400020832537,60.2208129046917,Medium
57,70,73,80,56,70,62,80,42,60,80.03571428571429,81.71205651765557,70.61578835710871,5.66723475496209,5.6383969615041725,2.4194901978023284,94.92882836335505,79.48792867323911,Low
50,60,51,100,44,100,48,70,30,70,57.95238095238095,63.0920909803018,63.7740266405033,3.800376484125792,5.295515603463636,1.5057498565947076,66.43866607125533,65.00446361644916,Low
68,100,25,50,69,80,24,70,55,60,66.0404761904762,54.67915493621598,86.76014555006029,1.6790648605959781,6.217571512763408,1.5307487363498251,50.774150524464055,62.78510582135806,Medium
16,50,28,80,50,80,37,100,20,60,39.96666666666666,40.0,84.48867883817087,4.47320279096795,5.669394879439674,3.338057909470163,93.56147488819822,46.58653785025129,High
31,80,59,80,60,100,30,50,47,60,62.166666666666664,73.25092184435532,76.31863528554355,4.576811369572679,5.664002161300953,1.5728727189465601,76.12870441374676,60.449863880498796,Medium
94,100,44,50,99,100,25,60,30,50,76.53333333333333,67.86619390969436,80.29822805893573,2.1815587401608227,5.708061129257548,0.7708386076078169,44.55379628357997,68.896719969458,Low
23,50,25,50,43,70,21,60,23,60,46.15238095238096,46.109884571601704,90.06188929341971,3.098195230257078,6.891221381489743,2.7352611863902148,77.3407530958149,48.39614489608048,High
36,70,37,80,29,50,64,100,44,60,58.602380952380955,51.34634953788687,95.75682218706459,3.0606429787128073,7.187546958544474,1.819882778119983,68.38093978703436,59.44737046055112,Medium
50,50,30,50,81,100,55,70,20,50,71.91428571428571,69.31229539123541,68.09224080756687,3.6093092043738,7.0593872602903724,0.5580728740046261,58.48304486454095,68.37137403342889,Low
41,80,89,100,72,100,40,60,51,70,70.35476190476189,65.53409462002128,79.24811652557067,2.3236211670883886,6.547975728070897,1.7062206272360056,58.223229595801016,66.5392716737372,Low
27,70,56,80,27,80,43,50,59,80,60.41428571428571,42.536837769972024,91.21183893487128,1.3597455619014946,6.752758057918048,1.0639095791525124,43.3577353040272,51.51494456608843,Medium
34,100,44,60,50,100,40,60,56,60,63.46666666666666,52.73751908439635,92.39545679874335,3.4994836403131147,8.183801653463352,1.9021224778871157,69.25560686187664,61.66717613439638,Medium
25,50,81,100,55,100,57,80,71,80,69.2,67.98937758053604,100.0,1.3537186284823723,5.2250824623355845,3.1769362619948867,62.30654890477259,67.76162161707526,Low
93,100,23,50,15,50,46,60,24,50,58.733333333333334,58.11986552861799,81.83261479063795,3.7058399219662284,7.559535074545849,0.5,60.24166069872608,58.530894723085,Medium
29,50,37,50,98,100,24,80,37,100,59.4,56.842749140815236,82.2161636703789,1.3834484525643642,5.931224557638283,2.9603311263555403,58.65941215623693,57.09953329279103,Medium
48,70,63,70,22,60,37,100,55,60,64.78095238095237,64.98940722359474,69.824241468136,3.2088222679447242,7.270307381213489,1.310893038114605,62.17957720740689,61.90027445339484,Medium
39,50,27,60,65,100,50,80,30,60,60.1,70.79927898488772,86.09402907547549,3.6459552948595597,8.179758071040782,1.7080378163656917,68.14933401980007,59.457232298451764,Medium
26,60,28,50,48,80,39,60,53,80,58.116666666666674,59.590656904375926,86.1499946266582,2.6150702005124655,6.99713816563008,2.5969499258515225,70.7352007263057,58.44533831257166,Medium
64,80,38,60,50,100,55,80,42,70,64.41666666666666,58.61742728389256,90.9120802172645,5.075869385423802,7.330211378860214,2.257992572538254,92.429827601347,64.5910669322848,Medium
50,80,48,60,43,70,36,80,57,70,66.07142857142858,67.75670082784856,100.0,3.678611574757853,5.063160964928601,2.602673296883626,79.81284871641479,68.75757296621754,Low
22,50,33,60,19,50,21,70,63,80,49.15,50.86513016822327,77.63084553629552,1.4477571076876037,8.185749284616334,2.6073687999358666,54.314343629864254,51.589606262934694,Medium
47,70,58,60,38,100,59,80,43,60,69.4452380952381,71.63267985703807,83.83199827632063,3.9285992923707354,8.234392531681854,2.5073929144473777,78.7431218958132,72.01962741943528,Low
57,70,21,60,33,100,33,80,46,70,51.27857142857143,41.35001129804021,58.87029425623069,1.1692124225158864,8.3888425137699,1.5585134832860426,39.16428848364236,56.74888497803016,Medium
44,70,87,100,27,80,47,60,36,60,64.38809523809525,69.83662277126172,73.38577140405759,2.0181613398932314,6.996288096847953,1.8638523019800572,56.15871355913865,62.75032567553441,Medium
55,60,60,100,42,80,84,100,47,50,76.43333333333332,75.85456853243443,78.5390298994006,4.816139691890557,7.693892853010255,1.1806505405366359,77.82180531421199,82.07658175033387,Minimal
43,80,35,70,34,80,40,50,90,100,63.25,68.2759321694132,100.0,5.015750022100749,7.808382853821772,1.5332701153054964,85.49020137406247,62.07390808480518,Medium
78,100,93,100,99,100,21,60,52,60,78.33333333333334,89.96214783516844,74.51484492096473,2.2773455275658634,7.5156516816825265,1.2012916486493668,52.237856254248776,77.7920427750668,Low
47,80,50,50,59,100,65,80,30,80,67.3,69.7851571809506,77.34664285653798,1.9916622832114452,5.984886791300483,1.7569353216110273,52.22064033387853,70.74489413563755,Low
99,100,32,80,85,100,40,70,60,60,76.22857142857143,76.940081442398,66.42768330209668,0.8846010193887657,5.870695191790696,2.1976619022450423,44.46539754654775,73.38539821549796,Low
71,100,31,60,35,50,22,60,43,70,58.15238095238095,60.207286477547356,63.72101834451914,3.5597159789202317,6.960794369472768,0.7078945472755924,59.04820709641015,61.94167218267203,Medium
47,50,21,60,24,60,31,50,90,100,64.2,67.20171550231402,88.31726728715773,3.21172986633267,6.596269377008346,1.3379278234810243,64.32830362685272,64.7714335620558,Medium
18,60,38,60,31,100,16,50,51,60,48.266666666666666,47.40441916299632,93.43115533730315,1.988856094331724,8.103356440627302,1.758200259262784,52.81367906967539,49.305676475588,High
30,70,69,70,49,100,21,60,45,80,56.33571428571429,49.51746072388915,85.51396767284831,4.89911275857791,7.41785463577999,3.4628748904519977,102.1712732575839,66.29434316007833,Low
28,70,56,80,52,60,46,80,33,50,64.03333333333333,54.53151261482985,76.84659933221037,4.524757272789868,6.221964125638834,1.2452935605040514,75.38516826616024,60.8466303541704,Medium
29,50,59,60,43,80,25,80,65,70,66.83809523809524,64.97926737196627,85.80110585737523,2.344191126589495,6.432711223073698,2.238385789101961,64.40587974265208,68.69170513140875,Low
57,70,53,80,52,70,26,50,66,70,73.65,66.24599046350963,79.50781494795844,1.8929847235475015,8.291099697516847,1.3104636975873416,45.98526570614427,71.23376343902747,Low
54,100,53,70,48,80,57,80,22,60,59.52619047619048,62.912599662853395,77.17501253704134,3.3431819288669513,6.5282727708065185,0.9376507889852383,60.525828432226035,63.2143309816291,Medium
39,60,32,70,53,80,38,60,79,80,67.80952380952381,69.51495130957542,74.49090723734497,4.028510396384426,6.814209141661818,1.3727713000048207,71.46190768762698,70.17122143696128,Low
43,70,19,50,34,80,55,70,34,50,57.7,54.27633649856765,83.5677157481701,1.892240867450582,7.554200260284199,2.694277554425036,64.22195579357319,56.87557092626409,Medium
86,100,82,100,37,80,35,80,23,50,60.8,65.24305027993239,93.31639810347468,3.491782388314215,6.734616579919603,2.538058960962185,79.63005330311147,68.82695616299003,Low
54,70,76,80,39,70,40,70,39,50,72.6,69.76062506151553,79.19130517138167,3.6490430669776157,7.973226160239646,2.802570559791219,82.43526678482652,79.47014584682726,Low
78,80,33,50,37,80,90,100,63,80,75.7,63.798565878163544,86.33963641600302,3.894485036814482,6.025492404444793,1.4754908962825173,72.3337229725703,74.61948157377903,Low
31,80,58,60,70,100,91,100,44,50,76.88333333333334,65.50125569089747,74.04969907115824,3.4240714051162895,8.53247596599876,1.0192533080126376,57.8382170384051,76.19888586182027,Low
96,100,56,80,90,100,18,50,37,70,68.97142857142858,61.128469952047254,78.6807474155578,1.8160332184325205,6.484558774898982,3.145736114819707,67.48576807407807,67.22399323328125,Low
24,70,51,80,45,80,68,80,42,70,59.857142857142854,53.58515120944134,68.82942566967915,3.423848873409412,6.978236153263538,1.5011156520566347,66.13258782162838,55.21119942245142,Medium
32,50,26,50,44,60,62,70,43,50,72.78095238095237,88.85605391858869,73.92067391960458,0.5,5.405065802532122,3.9875738949131465,59.26780634109193,70.92815554992043,Low
78,100,22,50,40,70,56,80,56,60,68.4952380952381,70.72945966817235,96.08540535227773,0.7497930364251064,7.126528687062159,1.8718937635466877,45.825408534945716,68.46569752585368,Low
78,100,31,50,80,100,59,70,27,50,71.65714285714286,69.60237096203988,81.35761085215967,3.909727438220966,6.904062841742785,1.7043449177169752,74.27648464459537,68.34305123164533,Low
32,70,41,100,62,100,98,100,41,50,65.74285714285715,63.1038910286879,86.90935739199743,4.291646394289416,7.651587113218991,1.46379998261901,76.24539950828401,67.3314357150493,Low
63,80,72,80,26,50,32,60,16,50,61.21666666666666,69.80150267375934,93.8851566255675,4.411410126287904,5.092618117640912,2.1653792377959955,82.15640930339575,66.44594033141468,Low
26,80,29,80,22,70,67,100,36,70,43.721428571428575,45.940026890513714,100.0,1.9968551045031646,6.886835251499174,2.638603257140356,66.3545836164352,45.61902144757424,High
45,50,37,50,42,50,83,100,38,70,77.05714285714285,71.88672717296036,77.98333921173962,4.341618785491369,7.144604240859342,0.8722449843732263,69.93697161981993,77.22302665421556,Low
23,70,67,80,37,50,68,70,53,60,75.21666666666667,79.25453384178883,51.299340107446476,1.4797266341713786,7.048685324677362,1.676626390421112,46.69346425666956,73.15636691800597,Low
15,50,42,80,89,100,45,60,63,70,67.3,76.21548232506152,74.02078540279581,1.9613841782687922,7.229190825555207,2.0857281822257945,57.87320214522545,70.83894089999261,Low
79,80,61,80,45,50,72,80,79,100,86.8,83.48312457050358,79.82657274946065,3.6555410976044396,7.007064496792031,1.6508912875787451,71.04698112677792,84.56418115795066,Minimal
47,70,23,60,35,70,59,100,54,60,60.8952380952381,57.99927392151577,92.85074277607538,2.43027162541955,4.484610256962956,2.100600938028336,59.593799912086396,60.432903786316686,Medium
43,50,88,100,40,80,51,100,28,80,62.0,63.28310148473495,65.83648472492128,4.887377569100617,7.275497648500555,1.8246751842295506,83.70417600579381,67.98189038047042,Low
51,60,80,100,38,60,44,80,34,80,65.16666666666666,51.31156799403614,88.97492307341041,1.7127083691122322,7.263171550522264,3.659266135799979,72.61723735646315,61.76806009362398,Medium
56,70,37,70,38,70,38,50,36,60,64.62857142857142,61.49317007076253,64.69001496116074,2.9638268765749785,6.375523637359446,0.7803829707046606,53.91109996891246,63.96605913869305,Medium
