subject1_marks,subject1_outof,subject2_marks,subject2_outof,subject3_marks,subject3_outof,subject4_marks,subject4_outof,subject5_marks,subject5_outof,average_marks_percent,previous_year_percentage,attendance,study_hours,sleep_hours,focus_time,final_score,risk_level
79,81,60,81,52,81,80,80,49,83,78.96772274282314,85.68806549579416,95.16041624917027,2.3435638934462677,5.526145223249178,1.3338683758577057,74.88109830410627,Medium
80,91,82,95,78,81,46,80,44,82,76.33654205348684,74.54554636445745,58.35985647340682,1.1293137408581249,4.517669935925274,0.6764067458713736,68.14534948494497,Medium
81,85,62,93,71,94,36,62,78,96,75.36144306727495,67.83875769025325,73.824091439431,5.08825852852933,8.385154302547464,1.2125951616967852,74.60449937087373,Medium
54,81,64,89,47,80,57,63,73,93,73.25951863166432,70.38563294656619,81.00547660080787,3.229634004021549,5.85883025413303,1.3583740608079338,65.79906306572872,Medium
72,100,69,84,59,97,81,98,52,81,72.36363829991713,78.68018068495674,79.80964853487437,3.9169396575905213,6.863076960725639,2.788268574260116,69.10397704232925,Medium
55,80,55,87,67,77,58,94,88,95,74.66301688490553,75.36987009972697,93.0520467263149,3.4695097615425343,8.501888644404655,2.524722317388751,69.11532530706549,Medium
80,91,40,60,71,97,74,91,60,90,75.15199577055246,69.75425038400851,60.78456839864428,4.406394711123938,6.040503242371028,3.7214348761926885,71.31538634561757,Medium
62,91,38,63,66,76,68,74,83,92,79.48014338174521,82.6160695506552,58.782191626943316,2.2552273382438335,8.03434021711421,0.7292798860714856,72.17380677554367,Medium
80,96,58,66,64,92,61,82,61,80,78.28351650117294,77.44408438672076,62.668929742897575,1.2562134499151778,6.151428131243786,2.73967813119238,70.20346140925211,Medium
73,89,63,68,61,90,82,82,54,81,81.82279503561725,79.22798716444859,94.57750247064354,0.5969100150134269,7.504704695088764,1.9961205211552138,73.54886775096173,Medium
70,95,53,95,62,71,34,64,59,81,68.55242680906753,66.26106489066851,97.05135413287874,2.9513108874426597,6.155922035960906,3.3381784944095383,66.99308172690793,Medium
85,94,57,78,51,80,54,65,59,100,73.86587561374796,79.09144564629548,78.48150521349987,5.493089358352905,5.963795672773463,0.6966487585625829,76.51263595751493,Low
71,94,55,60,73,91,82,93,65,84,82.5942714343538,84.78081682777011,75.06859672852599,2.1789659590674666,8.95354619780954,0.6572066401317171,78.31795434475268,Low
83,98,55,69,57,79,74,87,62,83,79.26243753156491,73.31820678432612,80.26928040063282,1.5777625162459268,7.061749210017875,2.4226322062833345,71.9287834285799,Medium
62,91,65,95,61,72,39,55,74,91,74.70058304268831,76.16933816315611,80.8153824923347,5.593235104359089,5.836955908114897,4.151027656406804,76.24386968960538,Low
65,99,38,68,86,89,66,93,70,82,74.90034553498172,75.33080585396692,58.515235247174786,1.079967513132118,5.289097385434089,3.519923288608736,69.95211466400715,Medium
68,82,80,91,68,98,59,74,75,99,79.14279555394538,77.4611646275824,84.32054408115651,0.7849056837869556,4.198831851148082,0.5751774136020467,72.2668307573441,Medium
67,84,72,91,54,79,54,64,50,89,73.55839790868592,72.0876734148488,72.61755511742128,5.336772462254909,7.532831701243635,1.3031244239635507,72.03330911237259,Medium
76,98,37,65,80,97,43,53,85,99,76.78779709312957,73.32758737279322,75.86909794240226,4.35500160075079,5.86078714097631,1.5202915903284935,78.84490965106468,Low
60,86,86,97,59,96,46,53,72,97,76.18096519242629,73.53085970619537,51.51583021675778,2.8213775097557705,8.106270818893824,2.403765173953376,72.36907935184594,Medium
93,100,42,76,82,87,49,79,52,100,71.30826958273029,72.4671633768745,88.22783162655152,4.637891851548626,5.819342303111593,3.1402205776480976,68.8456987136597,Medium
54,88,49,69,76,83,59,83,78,100,74.60574630537963,73.49546667736486,91.77139806339409,4.57791973624348,5.866645962125151,1.4740707825378034,70.12625028110077,Medium
52,86,61,86,54,87,48,76,79,100,67.12444181825855,69.30716837101988,80.97107769672732,0.7203330979332061,7.895905032033781,2.2213140101253392,65.4641252966504,Medium
83,97,88,94,54,97,56,80,62,89,74.90341120539445,71.76349267561898,87.43618176483312,4.21935746634012,6.447333283763269,3.127745272971939,69.46109790791898,Medium
70,83,57,80,56,93,70,81,58,80,74.9444312494902,77.77440971497349,76.13530015860509,4.024798075989919,8.424473853006965,2.2254588675574207,77.24908876180207,Low
73,93,60,84,47,77,70,93,57,85,70.65795937143184,75.91573766925649,80.91766894892778,5.800785250289669,6.9506787835227595,1.144262396230845,64.84934833857385,Medium
69,97,51,87,66,79,88,88,71,90,78.43758059201727,78.41044603201998,69.72858492316193,5.816424355878699,5.203224067571883,2.7124750649220064,80.97783649311016,Low
71,88,49,74,85,91,44,58,62,81,78.54198132933764,80.62448777043731,89.59371325312563,2.5778962941112415,6.841359271500167,1.9579738817921244,77.1047551009143,Low
95,100,41,63,69,82,68,90,55,86,76.74695009408566,78.98552158169193,73.41354651322463,3.744130515385201,4.02000837967351,4.388847631496761,73.28824564810088,Medium
81,81,57,88,64,90,43,57,93,99,81.05236576289208,79.04397366845744,84.01064522094413,1.277465561886083,5.561986873593596,3.9903120864222545,73.66091916230931,Medium
54,99,51,68,60,77,42,63,67,100,68.22683982683982,70.48029969816801,81.07146893097523,0.8655108927642372,5.039761702489053,1.3562379150516024,66.59896031128382,Medium
65,94,39,86,47,73,60,82,42,100,58.81041334613355,49.73667561401893,85.11572591928748,2.8802892974239636,7.270939278014673,1.1868610609887997,61.150670166991816,Medium
59,86,48,85,84,96,63,72,69,100,73.81504787961697,63.14878171092899,89.26079375626117,4.294351059592557,4.680192917499025,2.06454502991525,68.67399375243401,Medium
86,91,57,78,58,73,53,70,84,97,81.86933924711074,80.55142619116027,75.63567407964976,3.622686172637498,5.450487233807365,2.354785251996166,79.79481531689606,Low
39,87,66,87,62,74,39,61,72,100,68.08157303714115,70.61543627334272,90.65329746278343,2.8631130720230105,5.6565427716169765,4.694081680961276,69.71982114249026,Medium
76,94,54,76,46,70,32,51,54,98,67.0930239957125,66.7528106747063,74.86286186358045,4.99961900726025,4.016466144319424,1.8572933168839985,67.48732485657379,Medium
58,82,74,100,62,86,43,62,52,83,69.76603433844062,72.74952885435636,97.83171614319684,4.869351097010608,4.233832841264168,4.404129588358212,70.22553661469641,Medium
88,93,55,79,59,71,40,53,57,92,76.95414409603384,72.14720149943929,87.63358743073971,4.525681302927687,5.555630639887614,2.7738917570917208,73.48497094284396,Medium
89,96,74,99,91,99,61,69,66,97,83.16440684297027,86.69576444288784,58.557082487303205,0.923677364845686,5.111782265959561,4.485306765008254,78.49496122579531,Low
65,83,78,98,52,77,58,99,71,99,71.14811751644797,77.66336797410486,91.47922356817156,4.88058295342604,4.584533693075778,3.658791997978639,64.98416326687153,Medium
54,97,65,82,64,76,71,100,74,92,74.1167409400391,71.33109888041557,77.5793830403317,5.55681723797085,4.770808281769789,3.68775035649216,77.45517832034649,Low
59,87,60,91,66,100,74,97,75,98,70.51388598536026,73.59788103137758,99.22304789869327,0.8269314856000405,8.17768480690043,2.834588693732665,61.614850187054856,Medium
57,83,79,92,84,84,33,63,74,96,76.80170994537156,76.892983200692,85.94095218367636,2.7091926384469427,7.416597877563513,4.281368187101629,71.7672171848189,Medium
47,81,49,64,66,95,51,79,77,80,72.97356751877348,74.74092969851682,54.21953732850955,5.935955193441233,6.420587655008249,1.6449116235876304,71.06790133802203,Medium
75,85,83,93,77,94,52,78,72,85,82.15400971644662,88.66125598325098,69.74802138051744,3.79581372157556,8.544373881184663,4.583080721825911,77.88448693571772,Low
51,89,91,99,56,74,37,57,82,98,74.69679769417878,76.00601078688112,75.86377013366332,3.3246757117010457,4.1477639547080924,3.3654913476618527,68.42754177954265,Medium
81,83,40,70,71,71,47,61,52,99,76.86153028835233,79.9192987723404,91.95068015799009,1.4759538110780894,5.724674679719097,2.474190056716366,76.50658039049485,Low
95,97,40,62,59,76,65,90,52,80,75.46161490634911,70.40943634163038,86.46727671648864,3.6101745583379348,8.116918587520294,4.919854565370007,79.32214592925645,Low
64,91,77,92,68,100,59,87,48,87,69.00276565014197,71.9373287939531,68.46800353058194,2.9147379325819913,7.141444972926607,4.3790634811023805,72.04341347673666,Medium
63,81,38,70,63,77,60,75,63,96,71.90133477633476,78.34136337975127,82.67163437513145,1.2009368056356766,8.908437172459934,3.974094557742648,71.58486134101518,Medium
65,89,69,75,79,97,94,99,84,100,85.08530035674713,81.39129786509424,78.84554539491896,3.0538295893991885,8.722574616441047,1.7325611198102473,87.94256421306395,Low
71,83,54,77,55,76,48,51,66,94,78.47417457469416,77.18208199210146,56.302630447620345,1.4041961784639325,4.8497124553749185,4.88183315194579,72.73974989555971,Medium
83,93,72,89,61,99,46,89,85,97,74.21532181728428,76.95982835418123,61.74293464993003,4.518649919493312,8.859934985978358,3.8434437627168014,72.52862855302838,Medium
74,95,50,69,52,76,51,63,71,86,76.45801561537819,78.24915212657798,67.05611563571571,5.855066013789926,8.727673929870363,3.223477778130687,76.6785859472901,Low
75,94,44,77,83,97,40,55,71,95,73.99224326544491,68.55333225838059,59.774170318175145,3.082673766341329,5.868054725368412,4.648096530559998,75.21206603509604,Low
58,87,85,97,54,100,69,91,75,86,74.26580215916105,74.92544764880842,57.506692291501274,3.9780258255303704,8.914401458444765,1.2298175686810813,73.28921259971959,Medium
74,93,78,78,59,83,62,89,87,96,82.1884302341661,80.85770301324227,52.90988850651435,2.8703653862176326,4.179220761622804,1.1255722374392454,81.44612634046771,Low
66,87,65,95,78,90,61,80,66,83,77.34357211058389,73.46895158139549,93.6551282804465,1.2614961951135295,7.30375277456649,3.0367103647584206,72.63141599269703,Medium
64,100,51,72,64,87,50,66,70,91,72.21544088095813,77.64234035452881,64.44717089824269,5.838054075615243,5.330739021322044,0.7552111848489982,66.71163323912057,Medium
71,95,26,62,75,75,50,74,75,92,73.15232653484664,73.1741680451396,64.51603019667832,1.2126826524624383,4.647315482976598,3.4879408784015706,66.09597629203941,Medium
64,92,62,69,39,73,52,81,48,83,66.97476071094428,70.9069553225687,60.31140687150777,1.1139474468244737,6.887674624719233,1.583335121520289,65.33407640636568,Medium
65,97,83,97,50,79,42,61,73,100,71.54418356890572,66.85053146392444,73.76986859319415,3.025451179192153,5.531751540925972,1.0356196007438212,65.66154718444096,Medium
57,94,32,60,41,87,76,98,59,80,62.47981767908926,64.83560030917361,75.71209839611862,4.123879961718126,7.334126719055755,2.342731324061651,62.12981172636938,Medium
75,100,43,86,80,81,50,62,56,80,74.88211867781762,79.12887676908396,60.414067931254,2.452077990350902,6.699905260572102,2.596773318645037,71.95760070114316,Medium
60,92,34,67,54,85,57,68,56,86,65.68657604146046,64.7179816400434,80.42851689318253,1.5588436220829667,5.962947004543297,1.26718188753232,66.53920437298227,Medium
61,88,62,76,48,94,64,93,76,88,71.42835992770972,69.43963949099711,86.14999797968746,5.004298524151119,4.90911080657449,0.6869087193025949,71.87758276315972,Medium
82,94,57,68,51,76,76,97,61,80,78.5526701173537,73.33558315330244,68.6920042982726,2.4970682633525314,7.006250987360883,2.3632501605746614,75.77937826595549,Low
75,92,41,65,43,75,64,74,74,95,73.26264377385658,69.79043305745148,79.27258484287194,1.5687653536114896,8.14615314737776,3.9178685119479346,69.90546651644536,Medium
50,80,68,84,65,97,71,80,89,97,78.19305351006382,76.38252037152185,75.11509525822231,2.507966826287786,7.000022342546407,4.4338989677045975,72.42711046403886,Medium
68,86,75,98,55,74,63,86,68,94,75.1041886992972,71.20054401867056,59.777419917805105,1.6800481420353504,7.052612778868429,0.9389673235809487,69.78679106468618,Medium
67,88,61,87,60,72,53,74,59,85,74.12360516518731,71.05181852076718,86.50054943872888,3.356962557967873,6.559186820738841,2.861039583550648,77.8606002683561,Low
76,80,79,92,59,81,50,65,73,81,84.15112102068622,84.78350868630505,90.07265139120237,4.175591623757345,5.941200586641458,1.6853134496287316,82.44688660585386,Low
83,91,58,96,75,100,53,87,50,88,68.87263598470496,69.9837887782758,82.43965577935838,4.897565574595522,6.287290208167731,2.185852413212899,66.43897510612109,Medium
49,87,60,68,57,84,66,92,62,83,71.77044033415103,76.13382041627811,66.19480138855256,1.7515911667592623,8.94770878560041,4.700488233919579,68.08919378756087,Medium
76,90,51,77,44,79,82,98,60,92,71.05305478039185,68.00596136487803,96.33962472046505,1.4182470313744504,7.7483425105264505,2.0843364782554112,70.93581692057393,Medium
88,98,77,80,50,95,59,72,70,90,79.67994390738751,79.77268475192558,72.76791939975621,0.6078188149237109,6.152797319899973,2.1440566858024708,71.58950283824365,Medium
78,96,38,61,62,89,45,63,75,92,73.2316627749068,71.56087568474719,63.293924269254894,1.7544827259098346,6.286481999772603,1.4422812158524607,67.23781107241099,Medium
61,87,68,97,66,88,42,55,74,90,74.76077877961987,72.80731778107142,70.41173104109782,0.6314794387378793,6.498160038748711,4.82008288111635,66.51285152621176,Medium
82,82,74,99,59,85,48,74,85,98,79.15175963915459,77.88720272059597,84.60375459541049,2.4001081202898265,7.296570971894065,2.5541931049712754,74.20490071498425,Medium
67,82,71,95,51,97,60,72,62,87,72.7238359830976,71.93913412411176,92.29658928296246,1.3013119885652014,6.329791171077574,3.066764603255433,69.83858016042335,Medium
78,80,77,96,61,80,68,92,62,86,79.99288001348164,80.99446507866588,67.82877496414363,3.6894257902528134,7.430895592196217,2.539256415356299,76.10601036898193,Low
76,84,44,74,72,77,43,61,77,95,78.99731565995587,77.67588379364838,61.631222300468735,2.610497177202002,5.645939033239239,1.6381358454373887,73.9307249165373,Medium
71,89,64,87,53,72,43,62,70,82,76.33406055380124,81.2433830740083,81.32465659176025,1.0147193758891775,6.0531981601056195,4.146856759134441,68.7580649685171,Medium
58,86,59,77,62,92,63,85,57,96,68.9898376990285,62.17223617227689,96.06075500531428,2.699265546701268,8.320265623519237,0.6281205164456952,63.43654514870864,Medium
65,88,63,93,56,76,61,88,76,97,72.5916959311845,76.80751043314164,59.16466817797108,1.651414637823184,5.644528273507714,3.606095435412622,75.01730473433436,Low
62,86,64,81,56,92,68,83,66,94,72.82308219060758,71.34906752683942,90.15096911496832,4.24097543237058,8.82218366587501,3.174227647697086,71.48701658956566,Medium
53,88,41,70,59,98,38,55,73,96,64.82707173778601,64.07174007137539,73.8303590743742,2.5043993462390692,4.862524734924465,1.1492629280993714,61.98575071229623,Medium
72,87,51,72,61,76,81,87,63,90,79.39171203871747,79.3532501252629,89.97562519810458,1.3086650506833035,5.208399078535863,1.2465726993531023,70.91558846616648,Medium
85,91,41,63,72,83,91,99,55,84,80.52566576662963,83.34823393965351,75.27705748866455,2.4228095282235764,6.31839875377454,3.4665151455539123,76.93581416309793,Low
57,81,57,81,51,71,57,89,59,95,67.74438672687063,64.22322049099353,68.86638871511096,1.73408083661602,7.9870436302768475,1.9046245624847218,62.56704984402119,Medium
80,80,60,66,40,79,43,57,68,94,77.86420486492779,75.23676795604979,84.83705001048254,4.876784509011124,7.657877388141668,1.6958213517455563,79.16890983751664,Low
53,95,76,83,69,88,38,57,70,89,74.2166363426935,76.2188750302841,95.03136472974487,5.908521582007198,4.872330088071949,0.7662024299177568,76.42030208502096,Low
73,84,56,63,94,95,63,89,63,93,82.65389431050141,75.86117899300038,66.01258651850905,0.6402026396637209,5.1834251298391845,3.9491739019525287,79.25626115639356,Low
77,82,60,87,56,78,81,82,72,81,84.46644095088166,84.32977442732066,73.0374067497186,4.295110755234051,6.876314945254188,4.472023708852904,82.71414909124917,Low
66,91,63,74,61,85,59,83,95,95,80.10233017887163,76.91141149691167,61.470031334826125,1.951768084929176,5.475823726493514,4.189299582765802,81.3635342653177,Low
63,87,45,60,56,88,73,93,78,98,73.82732342608395,69.79440672826443,59.17047318086754,0.8652475412811196,6.111626622398017,2.597153537750166,70.12221471493744,Medium
71,82,46,62,70,87,52,64,64,87,79.2103805493005,72.65652515624117,88.89450711960876,0.5789322027191144,6.432970877435144,2.902803838612531,68.54016803561646,Medium
64,80,54,73,52,78,53,85,60,94,69.36439956338117,72.45360778365732,60.03320583442212,5.345553180668349,6.971230026752023,1.5902428729310976,73.1999026445367,Medium
41,82,93,97,74,85,54,84,70,89,75.17450237363566,75.80980597047426,89.66590856672249,2.4448357614278975,5.255256622196327,1.2778463273845377,70.73145393626422,Medium
54,84,54,60,55,82,57,95,77,84,74.60511033681765,71.91598552582445,71.46085259201323,5.969991406498322,4.8157007177747975,4.203505287011051,77.85518084063285,Low
70,94,81,97,62,79,45,71,97,99,79.56286641474499,78.90463477606271,99.75243617038579,2.9330744219661677,5.992816938970132,4.0925487224517365,73.65529316404064,Medium
54,93,70,97,69,94,29,72,87,95,67.09808900959764,62.72655975258053,59.86707090956446,1.5317876347425592,4.410131124278,3.998119227966014,62.44769346024018,Medium
56,82,60,80,83,89,72,89,85,100,80.48999725952315,78.34525388576115,54.6488996256413,4.774289626874002,6.633825855454561,2.5851168787893566,80.06298082453009,Low
47,80,71,88,66,83,93,94,72,91,79.40138796092397,78.60800261725174,53.77165348017478,5.595707190020143,8.198025796174871,4.390284923800516,79.71970805263324,Low
59,84,43,64,74,81,76,100,57,92,73.34802833371673,73.60383023405997,91.77090023621003,4.9859156692652,4.594878297163593,4.668044312078666,72.76490626504727,Medium
65,93,59,69,71,94,41,71,64,88,72.28107719784408,73.84933164574386,71.88881555291717,4.598595787151402,4.563652660647645,1.9775495509405014,62.87260436095106,Medium
68,86,55,87,64,88,36,54,69,96,70.71141952807952,63.48800987208408,50.15621748236858,2.340848319855427,4.401088994336761,1.5111252130116013,62.77814094584337,Medium
65,88,63,80,56,76,55,80,73,99,73.75704412546517,75.33774796236442,93.73856812516681,0.8546970014227349,8.23930644880951,2.5891836384919245,66.37972124878705,Medium
76,94,31,66,60,92,38,62,60,91,64.05250812370863,57.150523238935115,93.84605034551522,1.6071464170804939,4.403524474640815,1.3069686050356664,53.49114147471889,High
74,94,42,62,68,84,65,77,70,84,79.03332768809777,80.7594616024641,90.32083370093954,2.957456398360706,8.917310176922014,4.4780129831295366,75.06069024164232,Low
77,89,78,79,56,85,58,69,65,91,81.32398530640297,80.47074148860915,62.41592415124212,5.7590992850792215,5.79165647023059,2.020957250349962,84.95863565288994,Low
78,92,68,78,73,96,50,82,56,80,75.79587445958073,80.16171384523133,68.63763600335865,4.475697988214447,5.643810795712384,3.0927730394325956,77.74932638247755,Low
82,98,87,94,65,77,54,65,65,99,81.875146805238,79.17725444775436,87.24631125977419,5.05555674842536,4.458158760485246,3.1762377315820625,77.2925314964674,Low
86,86,42,63,74,79,72,78,73,95,85.89747006269326,89.02083010458811,74.46765627037927,2.0251164329856177,6.928206063192084,2.8174454615565336,79.263929457543,Low
76,96,48,64,76,100,70,72,84,91,83.93931623931626,79.26974333948097,57.691328836177625,4.261026650994268,6.929411061763958,1.2043656924039423,77.8225271349253,Low
99,99,54,60,62,73,73,73,65,88,89.7590286425903,90.18258011296258,62.13991322638362,5.2434097885789805,6.469029136450714,4.959502880420171,90.45340230823109,Low
66,83,52,63,73,88,53,83,72,92,77.42571830706979,69.27371442886023,98.62947683757787,3.1367633319312147,5.555100736079419,1.2767145315850836,74.04167096778157,Medium
62,84,57,71,61,88,56,56,94,96,84.26521248704347,87.79746433185859,57.55065587135531,2.8644052312691723,5.842904450327106,3.8817831225690944,78.28045161656935,Low
60,86,81,86,100,100,61,87,85,96,84.52201951349907,91.42951312685726,86.30403783390943,4.456724823874783,5.60251696836869,4.061132933248215,81.40450912565083,Low
85,92,51,82,66,97,58,86,68,83,74.39944694418749,71.60655805429248,73.90091533297695,3.5795142743461046,6.13073204140251,1.1532366876257272,73.8843710718596,Medium
89,94,61,84,68,90,41,53,75,93,80.17182121895866,80.66234348688391,87.43008297760798,5.9624409575672415,5.70894052740613,4.699235801974462,85.07929365605264,Low
73,90,43,80,88,96,56,83,66,98,72.26891921427206,74.04427091345286,83.05566205721965,2.838065404007089,7.37758659932625,2.6949144318247775,66.95187583670345,Medium
73,83,51,83,77,84,72,91,57,86,77.29284118328667,71.09182119467623,71.9583595277163,1.4676880252874263,5.478932361736349,3.3299733135545897,71.36000961809359,Medium
54,92,73,84,62,83,42,71,62,82,71.01277898688473,68.01635219972376,67.69554123415335,3.095642790324721,5.75419115747227,3.3898372521565827,68.3924102301012,Medium
48,86,58,91,60,70,38,54,61,80,70.37697466185838,67.13293538730844,87.71796271780627,1.7936274620375223,6.17729942394574,2.7722980651653533,65.71743884351187,Medium
88,98,76,91,61,85,89,99,58,91,79.7424722802874,89.37072688202859,66.15706031299132,3.5868960143697555,4.019809171354501,1.1390991985451917,79.5053892222391,Low
59,81,60,64,54,79,67,91,78,94,78.30980671664307,82.4930161740845,89.38857400442842,1.1918834584087021,6.4604128711044595,3.8828901105108464,73.75346969333314,Medium
74,89,69,95,53,88,55,72,64,90,72.7009838180743,71.8326523584099,83.99215331662259,5.724869504520523,5.279099015964674,3.118036258055715,78.18800552442234,Low
61,92,79,98,82,99,51,64,78,89,79.41456499810624,82.53072797424227,78.88345851165845,5.229025848470886,4.28075227012259,1.0340627686582258,80.66753424550386,Low
94,100,62,75,77,91,71,80,60,81,84.82122507122506,85.66622314205993,68.44004424511486,1.3556096840987872,8.555106493823974,3.651448858851239,77.72563919076077,Low
48,85,55,92,49,72,31,58,60,83,62.00923699501537,64.38138609073437,60.254067888318744,1.4481610751085532,5.61209366943466,3.6624346736292073,58.95290403327141,High
53,91,54,80,57,74,75,92,61,96,69.56643821317734,65.35238156818804,85.52099006203319,3.3184127096840905,6.130426318363521,2.968189007431618,64.09770089734336,Medium
84,91,42,68,78,78,53,74,62,96,78.05547062900004,83.54897619651737,54.567461358529044,4.750847628729488,8.13671579169121,0.9074696463120562,74.64805182889258,Medium
43,99,44,65,77,87,56,74,79,87,73.22253432598261,70.15157276090125,98.52711280778799,1.704936346171412,4.833944853768599,2.0868981401152817,70.99095574849194,Medium
71,90,78,94,51,80,85,98,72,93,77.95433220188099,75.09044410020726,98.93739573077437,0.8353444575774251,8.251544047906705,0.7291584843201544,72.53871559946538,Medium
63,86,66,98,73,85,42,70,66,83,73.20063559186633,75.56154431897613,56.51113079790693,3.500438521204383,5.208189740386889,2.649182084718761,76.55112513344478,Low
52,80,60,81,45,71,36,58,80,85,71.72819366805597,73.11123667502983,55.19676614861511,4.303784127561055,6.945189458076586,4.579012093523195,67.2141018094681,Medium
58,80,62,100,32,81,50,97,58,98,56.94724761229424,57.03987455657668,70.63583635415151,1.8440102021099436,7.428391900830892,0.5101384217581568,53.26036312707405,High
64,99,57,64,68,91,59,87,68,83,75.63560843382717,78.99400876798734,98.1841636130251,4.568722832628509,8.525069729338878,1.6998739386908548,73.0779394844084,Medium
86,92,56,82,70,75,64,71,45,82,80.02463419612764,75.38041324111329,70.01554496155565,5.728540817195348,7.03818997342066,4.099365955166382,78.29557287027555,Low
85,88,70,76,73,80,67,92,69,99,84.49384578045904,91.87125996716053,68.19010542161675,1.2539094347701008,6.266159006250001,0.5443737521972294,78.15104734578192,Low
54,82,53,71,76,96,42,72,52,85,67.83560328975287,65.83298241756984,85.17925294993856,3.3106598591978242,6.861346761708887,0.5457804667070302,62.5803752929327,Medium
67,86,47,82,52,77,67,98,73,86,71.20151706327867,70.84787251466723,58.93656182976135,0.8126307287487042,5.0104123137010195,3.248683637424796,68.6375094855503,Medium
50,85,54,75,65,81,30,53,48,93,63.85742396054474,71.29673100771518,68.16617417868757,1.6366355397689356,7.445371670749253,4.05139890559363,67.08458167416727,Medium
76,87,38,62,70,98,47,78,65,91,70.35203950665576,67.51427934602856,64.5653723137244,0.9940064440359031,4.934403560252776,3.994274378600018,58.39587574168493,High
77,88,73,89,66,96,50,64,58,95,75.49002069781194,79.58219070790267,80.07673113153132,2.7220364269411137,6.786238060391284,4.008101093371791,77.31381539198368,Low
60,84,58,81,86,99,30,50,64,99,70.90973224306558,70.05244453027498,58.13764431070819,5.014574847061167,7.238018306802445,2.1245285516794956,77.07060145808856,Low
60,80,52,68,48,71,69,79,57,87,74.38704711386401,71.01970883788775,77.43506278031181,3.6742174778697976,8.492915902038774,4.472258649235064,73.43839740200018,Medium
72,98,62,88,69,78,57,78,73,81,79.1171703076465,77.58221353818463,92.87732949684224,1.7242166044098692,6.250949129888072,0.557760206285316,71.43091583879138,Medium
49,89,65,96,57,84,52,69,65,92,67.32722974387606,69.59235053096484,75.7085273353801,0.720608559026477,7.876666132946063,1.9048493154753519,60.96701928523222,Medium
85,91,51,82,70,71,58,82,83,87,84.06545416424707,88.12251948327801,84.17483085490426,3.543690074077141,4.837652441521382,2.0173446267592547,79.44462623654043,Low
61,94,61,72,54,98,75,90,98,100,77.21024267863173,78.11266635830306,53.762400883896646,1.2303819324481404,4.780982393669126,1.2450700661879353,71.85504761598315,Medium
57,88,66,91,44,70,78,93,99,99,76.80566207985564,70.41388747231488,72.45027896235214,2.385037150500665,6.623990068599651,2.0130168784644464,70.46900075973497,Medium
72,99,58,82,57,79,67,85,70,95,73.62372374332071,76.16585034196801,54.744658371792596,3.306057424024833,6.981703825550515,3.1364785852344905,70.74151793081856,Medium
83,96,55,76,36,71,58,71,64,83,73.66591086361754,73.09738352515382,79.97308378933285,5.470528946274059,7.161705203664541,2.841256907138221,70.39772192951989,Medium
