subject1_marks,subject1_outof,subject2_marks,subject2_outof,subject3_marks,subject3_outof,subject4_marks,subject4_outof,subject5_marks,subject5_outof,average_marks_percent,previous_year_percentage,attendance,study_hours,sleep_hours,focus_time,final_score,risk_level
45,86,56,86,47,87,42,76,75,100,60.34560137312005,63.07400956407172,80.97107769672732,0.7203330979332061,7.895905032033781,2.2213140101253392,74.71839860951988,Medium
81,97,88,94,44,97,51,80,57,89,70.05558889565276,66.13069073343343,87.43618176483312,4.21935746634012,6.447333283763269,3.127745272971939,85.25882256260974,Low
68,83,52,80,48,93,69,81,53,80,69.99515985087302,73.53263293272714,76.13530015860509,4.024798075989919,8.424473853006965,2.2254588675574207,98.90085969516237,Low
70,93,55,84,40,77,66,93,51,85,64.73216031280548,71.30438318508627,80.91766894892778,5.800785250289669,6.9506787835227595,1.144262396230845,80.57878834052676,Low
63,97,43,87,64,79,88,88,68,90,74.18839094959459,74.15447274959799,69.72858492316193,5.816424355878699,5.203224067571883,2.7124750649220064,100.0,Low
68,88,44,74,84,91,42,58,58,81,74.61172208298646,77.21485513436104,89.59371325312563,2.5778962941112415,6.841359271500167,1.9579738817921244,90.64370318245335,Low
95,100,36,63,67,82,63,90,48,86,71.93282554087999,74.73103990038783,73.41354651322463,3.744130515385201,4.02000837967351,4.388847631496761,90.08115829236422,Low
81,81,51,88,59,90,40,57,93,99,77.52498670919724,75.01449659115393,84.01064522094413,1.277465561886083,5.561986873593596,3.9903120864222545,83.19066566247577,Low
44,99,47,68,57,77,38,63,60,100,61.58110516934047,64.39793000850071,81.07146893097523,0.8655108927642372,5.039761702489053,1.3562379150516024,71.07939382422943,Medium
59,94,28,86,41,73,56,82,29,100,49.75623269403307,38.41406052888979,85.11572591928748,2.8802892974239636,7.270939278014673,1.1868610609887997,72.52211722317544,Medium
53,86,40,85,82,96,62,72,62,100,68.44290165678674,55.11006894592678,89.26079375626117,4.294351059592557,4.680192917499025,2.06454502991525,79.41108222840914,Low
85,91,53,78,55,73,50,70,82,97,78.53248620230686,76.88509488236878,75.63567407964976,3.622686172637498,5.450487233807365,2.354785251996166,95.12952795027638,Low
28,87,62,87,60,74,35,61,66,100,61.58128122469558,64.74861026994755,90.65329746278343,2.8631130720230105,5.6565427716169765,4.694081680961276,88.8154867261421,Low
73,94,50,76,41,70,28,51,44,98,60.36407933834228,59.93881268708453,74.86286186358045,4.99961900726025,4.016466144319424,1.8572933168839985,82.81594610442008,Low
54,82,69,100,58,86,39,62,45,83,63.883122455606554,67.61249060050122,97.83171614319684,4.869351097010608,4.233832841264168,4.404129588358212,91.16447980214714,Low
87,93,50,79,57,71,37,53,49,92,72.038681359612,66.03000311386882,87.63358743073971,4.525681302927687,5.555630639887614,2.7738917570917208,89.23790664470347,Low
88,96,69,99,90,99,60,69,59,97,80.0107982559798,84.42499525587675,58.557082487303205,0.923677364845686,5.111782265959561,4.485306765008254,91.09983191951427,Low
62,83,74,98,46,77,49,99,65,99,65.02015483082609,73.1642179028972,91.47922356817156,4.88058295342604,4.584533693075778,3.658791997978639,80.59188198284336,Low
44,97,62,82,62,76,65,100,71,92,68.94468825034566,65.46263567581626,77.5793830403317,5.55681723797085,4.770808281769789,3.68775035649216,100.0,Low
53,87,54,91,59,100,69,97,70,98,64.36455832353451,68.21955213105616,99.22304789869327,0.8269314856000405,8.17768480690043,2.834588693732665,67.80688056062836,Medium
52,83,77,92,84,84,26,63,69,96,71.89821917067857,72.01231073982913,85.94095218367636,2.7091926384469427,7.416597877563513,4.281368187101629,88.154724843925,Low
40,81,46,64,60,95,45,79,77,80,67.5255272205361,69.73472994521528,54.21953732850955,5.935955193441233,6.420587655008249,1.6449116235876304,91.08509123231272,Low
74,85,82,93,74,94,46,78,70,85,79.05631418926265,87.1903720227681,69.74802138051744,3.79581372157556,8.544373881184663,4.583080721825911,100.0,Low
42,89,90,99,53,74,33,57,79,98,69.6457411013464,71.28225746722433,75.86377013366332,3.3246757117010457,4.1477639547080924,3.3654913476618527,80.01947392004568,Low
82,83,33,70,71,71,44,61,42,99,72.09868556619494,75.92089617118003,91.95068015799009,1.4759538110780894,5.724674679719097,2.474190056716366,87.40416951472483,Low
96,97,35,62,55,76,60,90,46,80,70.3911545574945,64.07593135159608,86.46727671648864,3.6101745583379348,8.116918587520294,4.919854565370007,100.0,Low
58,91,75,92,62,100,53,87,40,87,62.830910918167284,66.4991148479312,68.46800353058194,2.9147379325819913,7.141444972926607,4.3790634811023805,94.24926138500764,Low
60,81,31,70,61,77,57,75,56,96,66.38278018278018,74.43281593705082,82.67163437513145,1.2009368056356766,8.908437172459934,3.974094557742648,88.98250624398986,Low
61,89,68,75,76,97,94,99,81,100,82.70120058455515,78.08369746998905,78.84554539491896,3.0538295893991885,8.722574616441047,1.7325611198102473,100.0,Low
69,83,49,77,51,76,48,51,60,94,74.36431824152126,72.74920251328038,56.302630447620345,1.4041961784639325,4.8497124553749185,4.88183315194579,85.37377460387435,Low
82,93,69,89,53,99,36,89,83,97,69.05038698905445,72.48102016017563,61.74293464993003,4.518649919493312,8.859934985978358,3.8434437627168014,97.00988762512041,Low
70,95,47,69,47,76,49,63,69,86,72.33051874715437,74.56943938615412,67.05611563571571,5.855066013789926,8.727673929870363,3.223477778130687,100.0,Low
72,94,37,77,80,97,37,55,67,95,68.98419251982476,62.18555376099436,59.774170318175145,3.082673766341329,5.868054725368412,4.648096530559998,96.04989603226421,Low
52,87,83,97,43,100,65,91,74,86,69.1624416616571,69.98699852371631,57.506692291501274,3.9780258255303704,8.914401458444765,1.2298175686810813,91.39815183110275,Low
71,93,78,78,55,83,56,89,86,96,79.02276558208186,77.35935655592706,52.90988850651435,2.8703653862176326,4.179220761622804,1.1255722374392454,92.6499041007545,Low
63,87,59,95,76,90,57,80,63,83,73.22342303272376,68.38014737123825,93.6551282804465,1.2614961951135295,7.30375277456649,3.0367103647584206,83.04842607725337,Low
56,100,46,72,59,87,47,66,66,91,66.28891491650111,73.07253925846446,64.44717089824269,5.838054075615243,5.330739021322044,0.7552111848489982,80.5089745383049,Low
66,95,18,62,75,75,45,74,73,92,67.73291583456196,67.76021772242817,64.51603019667832,1.2126826524624383,4.647315482976598,3.4879408784015706,73.1110886271689,Medium
59,92,62,69,31,73,45,81,40,83,60.03991746218544,64.95516072671597,60.31140687150777,1.1139474468244737,6.887674624719233,1.583335121520289,73.67594677058335,Medium
59,97,81,97,43,79,38,61,68,100,65.81107172425301,59.94400659302641,73.76986859319415,3.025451179192153,5.531751540925972,1.0356196007438212,72.50863272239745,Medium
49,94,26,60,30,87,72,98,55,80,54.43262785671863,57.37735614432408,75.71209839611862,4.123879961718126,7.334126719055755,2.342731324061651,79.13675953503399,Low
70,100,33,86,80,81,48,62,51,80,69.66137599214619,74.96982360622913,60.414067931254,2.452077990350902,6.699905260572102,2.596773318645037,85.67309849400999,Low
53,92,27,67,47,85,56,68,50,86,58.738759364422165,57.52801636265086,80.42851689318253,1.5588436220829667,5.962947004543297,1.26718188753232,74.77111800090745,Medium
55,88,60,76,37,94,58,93,74,88,65.45311420749414,62.967213661603374,86.14999797968746,5.004298524151119,4.90911080657449,0.6869087193025949,85.70415749982642,Low
80,94,55,68,46,76,72,97,58,80,74.64837116661698,68.12701246155291,68.6920042982726,2.4970682633525314,7.006250987360883,2.3632501605746614,89.41832559123085,Low
73,92,36,65,36,75,62,74,70,95,68.0400871563343,63.69982376082791,79.27258484287194,1.5687653536114896,8.14615314737776,3.9178685119479346,84.60179081015004,Low
44,80,65,84,59,97,69,80,88,97,74.03546882670594,71.77230240352849,75.11509525822231,2.507966826287786,7.000022342546407,4.4338989677045975,88.45466105718347,Low
64,86,70,98,52,74,59,86,63,94,70.34867482170797,65.46911897092468,59.777419917805105,1.6800481420353504,7.052612778868429,0.9389673235809487,76.63201397010621,Low
63,88,56,87,59,72,49,74,54,85,69.52975952164594,65.69002621612077,86.50054943872888,3.356962557967873,6.559186820738841,2.861039583550648,97.58428280561672,Low
76,80,77,92,54,81,47,65,73,81,81.55869358767909,82.34917816970263,90.07265139120237,4.175591623757345,5.941200586641458,1.6853134496287316,98.64132188867627,Low
82,91,49,96,70,100,45,87,41,88,61.89332075970007,63.28226175166362,82.43965577935838,4.897565574595522,6.287290208167731,2.185852413212899,82.61410715993655,Low
40,87,59,68,51,84,61,92,58,83,65.92797379785353,71.38219890051238,66.19480138855256,1.7515911667592623,8.94770878560041,4.700488233919579,86.2695939560144,Low
74,90,45,77,37,79,79,98,54,92,65.36142415472551,61.55255738533325,96.33962472046505,1.4182470313744504,7.7483425105264505,2.0843364782554112,82.16904511721549,Low
87,98,77,80,40,95,57,72,66,90,75.92615467239527,76.04208072806784,72.76791939975621,0.6078188149237109,6.152797319899973,2.1440566858024708,76.19427395823797,Low
75,96,33,61,57,89,41,63,72,92,67.92170782410898,65.83322396140947,63.293924269254894,1.7544827259098346,6.286481999772603,1.4422812158524607,73.69015881232816,Medium
56,87,62,97,62,88,40,55,71,90,70.0712097871714,67.62938353898583,70.41173104109782,0.6314794387378793,6.498160038748711,4.82008288111635,76.59219106409189,Low
82,82,70,99,53,85,42,74,83,98,74.9021292382637,73.32143309006541,84.60375459541049,2.4001081202898265,7.296570971894065,2.5541931049712754,86.42373036911637,Low
65,82,67,95,41,97,57,72,57,87,67.34931155109818,66.36843422736588,92.29658928296246,1.3013119885652014,6.329791171077574,3.066764603255433,79.94852504921954,Low
79,80,74,96,58,80,63,92,57,86,76.61813279406809,77.8701141255484,67.82877496414363,3.6894257902528134,7.430895592196217,2.539256415356299,93.5841370213866,Low
75,84,37,74,72,77,40,61,74,95,75.25214302522325,73.60035319233887,61.631222300468735,2.610497177202002,5.645939033239239,1.6381358454373887,83.8198390096305,Low
68,89,60,87,49,72,40,62,68,82,72.17370509590162,78.31035824616046,81.32465659176025,1.0147193758891775,6.0531981601056195,4.146856759134441,78.78086922582912,Low
52,86,55,77,56,92,58,85,48,96,62.19970940853591,53.6777075000964,96.06075500531428,2.699265546701268,8.320265623519237,0.6281205164456952,70.43195155410167,Medium
61,88,57,93,52,76,55,88,72,97,67.15127223082345,72.42104035826988,59.16466817797108,1.651414637823184,5.644528273507714,3.606095435412622,91.32660129841045,Low
57,86,61,81,49,92,66,83,60,94,67.63928816623341,65.79676983652323,90.15096911496832,4.24097543237058,8.82218366587501,3.174227647697086,92.79295155960104,Low
45,88,34,70,51,98,35,55,68,96,57.24366110080397,56.29949651779069,73.8303590743742,2.5043993462390692,4.862524734924465,1.1492629280993714,68.17989652929619,Medium
69,87,46,72,58,76,81,87,58,90,75.41258318209316,75.36450579027495,89.97562519810458,1.3086650506833035,5.208399078535863,1.2465726993531023,73.09701149030235,Medium
85,91,36,63,70,83,91,99,49,84,77.02786503991324,80.5560752561931,75.27705748866455,2.4228095282235764,6.31839875377454,3.4665151455539123,92.15493267923797,Low
53,81,52,81,48,71,50,89,51,95,61.41984984793224,57.01839205308586,68.86638871511096,1.73408083661602,7.9870436302768475,1.9046245624847218,71.53316545739231,Medium
80,80,60,66,31,79,40,57,63,94,73.46926248608816,70.18496634999066,84.83705001048254,4.876784509011124,7.657877388141668,1.6958213517455563,99.70139808055725,Low
44,95,76,83,66,88,34,57,67,89,69.56241524346945,72.06521360295768,95.03136472974487,5.908521582007198,4.872330088071949,0.7662024299177568,94.65566294766717,Low
72,84,56,63,95,95,57,89,56,93,79.77263443736804,71.28174029049175,66.01258651850905,0.6402026396637209,5.1834251298391845,3.9491739019525287,90.09556778264776,Low
77,82,54,87,51,78,82,82,71,81,81.80206818278026,81.631235028329,73.0374067497186,4.295110755234051,6.876314945254188,4.472023708852904,100.0,Low
60,91,61,74,57,85,54,83,95,95,76.0971125719531,72.10846421950316,61.470031334826125,1.951768084929176,5.475823726493514,4.189299582765802,98.86790993853006,Low
58,87,43,60,50,88,70,93,74,98,69.18610728748978,64.14496141521539,59.17047318086754,0.8652475412811196,6.111626622398017,2.597153537750166,78.7794743724934,Low
70,82,43,62,67,87,49,64,60,87,75.45204077249338,67.25972153116922,88.89450711960876,0.5789322027191144,6.432970877435144,2.902803838612531,72.24908648034223,Medium
62,80,50,73,46,78,46,85,52,94,62.88086113085684,66.74237140620203,60.03320583442212,5.345553180668349,6.971230026752023,1.5902428729310976,95.3991731351714,Low
32,82,93,97,72,85,48,84,67,89,70.40606345517982,71.20019295122808,89.66590856672249,2.4448357614278975,5.255256622196327,1.2778463273845377,77.95068199020385,Low
48,84,54,60,49,82,49,95,77,84,70.0289137477841,66.66750773404262,71.46085259201323,5.969991406498322,4.8157007177747975,4.203505287011051,100.0,Low
65,94,78,97,59,79,40,71,98,99,75.9145557533888,75.09176620503595,99.75243617038579,2.9330744219661677,5.992816938970132,4.0925487224517365,88.30221539045655,Low
45,93,65,97,65,94,19,72,86,95,60.29230938022388,54.827897808952486,59.86707090956446,1.5317876347425592,4.410131124278,3.998119227966014,71.52158907509602,Medium
51,82,56,80,83,89,69,89,82,100,76.9963277610304,74.31539854382791,54.6488996256413,4.774289626874002,6.633825855454561,2.5851168787893566,100.0,Low
39,80,68,88,63,83,94,94,69,91,75.55010351094688,74.5583718313566,53.77165348017478,5.595707190020143,8.198025796174871,4.390284923800516,100.0,Low
54,84,39,64,73,81,72,100,49,92,68.12150812821102,68.44126050364008,91.77090023621003,4.9859156692652,4.594878297163593,4.668044312078666,94.6542185120409,Low
60,93,58,69,67,94,34,71,60,88,67.18396758338237,69.14428564325708,71.88881555291717,4.598595787151402,4.563652660647645,1.9775495509405014,73.01996852489921,Medium
64,86,48,87,59,88,32,54,64,96,64.51247978312934,55.48321771313503,50.15621748236858,2.340848319855427,4.401088994336761,1.5111252130116013,66.60328592462524,Medium
60,88,60,80,52,76,50,80,67,99,68.35592769803296,70.33180749415702,93.73856812516681,0.8546970014227349,8.23930644880951,2.5891836384919245,73.73919951077303,Medium
72,94,23,66,53,92,33,62,53,91,56.1040979749762,47.476616869009305,93.84605034551522,1.6071464170804939,4.403524474640815,1.3069686050356664,50.805603738213904,High
71,94,38,62,65,84,63,77,68,84,75.39475052515547,77.55241791811339,90.32083370093954,2.957456398360706,8.917310176922014,4.4780129831295366,95.84006425957878,Low
76,89,79,79,50,85,56,69,59,91,78.04227459275019,76.9757198205079,62.41592415124212,5.7590992850792215,5.79165647023059,2.020957250349962,100.0,Low
76,92,66,78,68,96,43,82,51,80,70.84928759822715,76.30658683029041,68.63763600335865,4.475697988214447,5.643810795712384,3.0927730394325956,99.2058105949676,Low
79,98,87,94,63,77,52,65,58,99,78.71389535827224,75.3415299114177,87.24631125977419,5.05555674842536,4.458158760485246,3.1762377315820625,94.55891321974343,Low
86,86,37,63,74,79,72,78,69,95,83.46806321223377,87.37226326460234,74.46765627037927,2.0251164329856177,6.928206063192084,2.8174454615565336,91.55879661686043,Low
72,96,45,64,72,100,70,72,84,91,81.36848290598292,75.5315167811888,57.691328836177625,4.261026650994268,6.929411061763958,1.2043656924039423,92.04734924574834,Low
99,99,53,60,60,73,73,73,61,88,87.9686591946866,88.49809853265195,62.13991322638362,5.2434097885789805,6.469029136450714,4.959502880420171,100.0,Low
63,83,50,63,71,88,46,83,68,92,73.05704844599553,62.86704359823359,98.62947683757787,3.1367633319312147,5.555100736079419,1.2767145315850836,83.14247680975747,Low
57,84,55,71,56,88,56,56,95,96,81.58332571184684,85.99864051786574,57.55065587135531,2.8644052312691723,5.842904450327106,3.8817831225690944,94.45645782179331,Low
55,86,81,86,100,100,56,87,84,96,82.001470195135,90.63583721183272,86.30403783390943,4.456724823874783,5.60251696836869,4.061132933248215,100.0,Low
85,92,44,82,59,97,52,86,65,83,69.13059049847024,65.63947938610148,73.90091533297695,3.5795142743461046,6.13073204140251,1.1532366876257272,86.98654936197006,Low
88,94,56,84,64,90,39,53,72,93,76.47981191069212,77.09296474559869,87.43008297760798,5.9624409575672415,5.70894052740613,4.699235801974462,100.0,Low
71,90,34,80,88,96,50,83,59,98,66.70012020872605,68.91930983270206,83.05566205721965,2.838065404007089,7.37758659932625,2.6949144318247775,79.82425255728712,Low
72,83,44,83,76,84,69,91,51,86,73.072345605268,65.32107061950495,71.9583595277163,1.4676880252874263,5.478932361736349,3.3299733135545897,80.40156908319697,Low
46,92,72,84,58,83,35,71,59,82,65.36815958933147,61.62262610538025,67.69554123415335,3.095642790324721,5.75419115747227,3.3898372521565827,83.37085954205281,Low
40,86,51,91,59,70,35,54,58,80,64.83122261029239,60.77617351710495,87.71796271780627,1.7936274620375223,6.17729942394574,2.7722980651653533,74.86627135170924,Medium
86,98,73,91,56,85,88,99,52,91,75.9777962467038,88.0131144988803,66.15706031299132,3.5868960143697555,4.019809171354501,1.1390991985451917,92.63521281733343,Low
55,81,60,64,49,79,62,91,75,94,74.31913063960376,79.54814246140556,89.38857400442842,1.1918834584087021,6.4604128711044595,3.8828901105108464,85.84649723892852,Low
72,89,63,95,45,88,51,72,59,90,66.94798368068622,65.86256935610571,83.99215331662259,5.724869504520523,5.279099015964674,3.118036258055715,100.0,Low
54,92,76,98,80,99,49,64,77,89,76.02682146454828,79.92202518471832,78.88345851165845,5.229025848470886,4.28075227012259,1.0340627686582258,98.04480567494296,Low
94,100,60,75,75,91,70,80,56,81,82.61067697734366,83.66692456588726,68.44004424511486,1.3556096840987872,8.555106493823974,3.651448858851239,92.07737035724054,Low
39,85,47,92,44,72,26,58,56,83,54.075577259799104,57.040763629447845,60.254067888318744,1.4481610751085532,5.61209366943466,3.6624346736292073,69.38575011492489,Medium
44,91,48,80,54,74,72,92,53,96,62.95876484463441,57.69119403839778,85.52099006203319,3.3184127096840905,6.130426318363521,2.968189007431618,75.80452153915239,Low
83,91,37,68,78,78,48,74,55,96,73.55541748924101,80.42229944863767,54.567461358529044,4.750847628729488,8.13671579169121,0.9074696463120562,92.19108830574052,Low
30,99,40,65,75,87,53,74,78,87,67.86503648572614,64.02633452937442,98.52711280778799,1.704936346171412,4.833944853768599,2.0868981401152817,78.20906983045695,Low
68,90,75,94,45,80,84,98,68,93,74.08507097645739,70.50521084936523,98.93739573077437,0.8353444575774251,8.251544047906705,0.7291584843201544,77.68696245088691,Low
58,86,59,98,72,85,36,70,62,83,67.69583821200096,70.64697412088822,56.51113079790693,3.500438521204383,5.208189740386889,2.649182084718761,95.07110286835707,Low
47,80,56,81,40,71,31,58,79,85,66.12265659416143,67.85146035287876,55.19676614861511,4.303784127561055,6.945189458076586,4.579012093523195,88.50410936935138,Low
53,80,54,100,21,81,39,97,49,98,47.27642229858725,47.3922059789403,70.63583635415151,1.8440102021099436,7.428391900830892,0.5101384217581568,57.72851026880559,High
56,99,56,64,63,91,53,87,66,83,70.74680766309352,74.94480808079372,98.1841636130251,4.568722832628509,8.525069729338878,1.6998739386908548,91.0703220220193,Low
85,92,50,82,70,75,63,71,37,82,76.11091860459327,70.30564241082533,70.01554496155565,5.728540817195348,7.03818997342066,4.099365955166382,100.0,Low
85,88,70,76,72,80,62,92,62,99,81.7427478445785,90.96451557795535,68.19010542161675,1.2539094347701008,6.266159006250001,0.5443737521972294,83.49607350096457,Low
48,82,50,71,72,96,35,72,44,85,60.86698751411706,58.36371142388827,85.17925294993856,3.3106598591978242,6.861346761708887,0.5457804667070302,69.98025229852615,Medium
63,86,40,82,47,77,61,98,71,86,65.57566005827897,65.13360437251467,58.93656182976135,0.8126307287487042,5.0104123137010195,3.248683637424796,77.67384643506455,Low
42,85,50,75,62,81,25,53,38,93,56.130333524722076,65.42946733368512,68.16617417868757,1.6366355397689356,7.445371670749253,4.05139890559363,85.38995095466844,Low
74,87,33,62,64,98,41,78,60,91,64.41751373262575,60.87031353184175,64.5653723137244,0.9940064440359031,4.934403560252776,3.994274378600018,62.50749921509416,Medium
75,88,70,89,59,96,48,64,49,95,70.3832477644571,75.4984602770705,80.07673113153132,2.7220364269411137,6.786238060391284,4.008101093371791,97.38596438356836,Low
55,84,53,81,85,99,26,50,56,99,65.066506333173,63.99489669218475,58.13764431070819,5.014574847061167,7.238018306802445,2.1245285516794956,100.0,Low
56,80,49,68,44,71,68,79,51,87,69.74545870751766,65.53628586254733,77.43506278031181,3.6742174778697976,8.492915902038774,4.472258649235064,96.75614809029406,Low
67,98,56,88,67,78,53,78,72,81,74.94775066203638,73.02905470020904,92.87732949684224,1.7242166044098692,6.250949129888072,0.557760206285316,74.46790726090573,Medium
40,89,59,96,51,84,49,69,59,92,60.452273361714006,63.28367434557498,75.7085273353801,0.720608559026477,7.876666132946063,1.9048493154753519,66.47918601305098,Medium
84,91,45,82,71,71,53,82,83,87,81.44443725604364,86.51576890483231,84.17483085490426,3.543690074077141,4.837652441521382,2.0173446267592547,92.11412474672079,Low
54,94,59,72,44,98,73,90,99,100,72.88006464997346,74.00809424956263,53.762400883896646,1.2303819324481404,4.780982393669126,1.2450700661879353,76.50991145091267,Low
51,88,61,91,38,70,76,93,99,99,72.19873137615073,64.20901311672479,72.45027896235214,2.385037150500665,6.623990068599651,2.0130168784644464,79.53911439919604,Low
67,99,53,82,53,79,63,85,65,95,68.38764426071405,71.56530250902318,54.744658371792596,3.306057424024833,6.981703825550515,3.1364785852344905,88.05257366965688,Low
81,96,50,76,28,71,55,71,60,83,67.87100775228416,67.16034857920451,79.97308378933285,5.470528946274059,7.161705203664541,2.841256907138221,90.52360996213199,Low
58,96,59,99,25,81,41,62,71,95,58.34853963136363,52.83612579721968,64.05271855869093,0.9500282989879434,7.728370210118891,1.9374231136304294,64.49731906669999,Medium
40,99,52,80,37,92,43,56,63,99,57.208701926093234,58.94067002784057,64.3632915495874,4.177341757467568,5.47465743880605,3.87197381157105,80.58954807505852,Low
